seID,SrcIp,DstIp,SrcPort,DstPort,timestamp,ActualUlVolume,ActualDlVolume,ActualTotalVolume,ActualUlPacket,ActualDlPacket,ActualTotalPacket
1,201392386,2170660915,37534,36895,2024-10-04 19:30:54,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:30:55,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:30:55,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:30:55,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:30:55,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:30:56,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:30:56,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:30:56,128,0,128,1,0,1
1,201392386,2170660915,37534,36895,2024-10-04 19:30:56,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:30:57,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:30:57,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:30:57,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:30:57,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:30:58,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:30:58,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:30:58,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:30:58,0,0,0,0,0,0
1,201392386,1145490692,47237,47873,2024-10-04 19:30:59,5548,92995,98543,46,69,115
1,201392386,2170660915,57029,36895,2024-10-04 19:30:59,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:30:59,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:30:59,0,84,84,0,1,1
1,201392386,2170660915,37534,36895,2024-10-04 19:30:59,0,0,0,0,0,0
1,201392386,1145490692,47237,47873,2024-10-04 19:31:00,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:00,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:00,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:00,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:00,0,0,0,0,0,0
1,201392386,1145490692,47237,47873,2024-10-04 19:31:01,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:01,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:01,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:01,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:01,0,0,0,0,0,0
1,201392386,1145490692,47237,47873,2024-10-04 19:31:02,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:02,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:02,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:02,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:02,0,0,0,0,0,0
1,201392386,1145490692,47237,47873,2024-10-04 19:31:03,984,8237,9221,10,8,18
1,201392386,2170660915,57029,36895,2024-10-04 19:31:03,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:03,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:03,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:03,0,0,0,0,0,0
1,201392386,1145490692,47237,47873,2024-10-04 19:31:04,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:04,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:04,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:04,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:04,0,0,0,0,0,0
1,201392386,1145490692,47237,47873,2024-10-04 19:31:05,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:05,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:05,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:05,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:05,0,0,0,0,0,0
1,201392386,1145490692,47237,47873,2024-10-04 19:31:06,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:06,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:06,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:06,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:06,0,0,0,0,0,0
1,201392386,1145490692,47237,47873,2024-10-04 19:31:07,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:07,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:07,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:07,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:07,0,0,0,0,0,0
1,201392386,1145490692,47237,47873,2024-10-04 19:31:08,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:08,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:08,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:08,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:08,0,0,0,0,0,0
1,201392386,1145490692,47237,47873,2024-10-04 19:31:09,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:09,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:09,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:09,128,0,128,1,0,1
1,201392386,2170660915,37534,36895,2024-10-04 19:31:09,0,0,0,0,0,0
1,201392386,1145490692,47237,47873,2024-10-04 19:31:10,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:10,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:10,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:10,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:10,0,0,0,0,0,0
1,201392386,1145490692,47237,47873,2024-10-04 19:31:11,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:11,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:11,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:11,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:11,0,0,0,0,0,0
1,201392386,1145490692,47237,47873,2024-10-04 19:31:12,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:12,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:12,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:12,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:12,0,0,0,0,0,0
1,201392386,1145490692,47237,47873,2024-10-04 19:31:13,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:13,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:13,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:13,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:13,0,0,0,0,0,0
1,201392386,1145490692,47237,47873,2024-10-04 19:31:14,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:14,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:14,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:14,0,84,84,0,1,1
1,201392386,2170660915,37534,36895,2024-10-04 19:31:14,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:15,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:15,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:15,256,84,340,2,1,3
1,201392386,2170660915,37534,36895,2024-10-04 19:31:15,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:16,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:16,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:16,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:16,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:17,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:17,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:17,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:17,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:18,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:18,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:18,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:18,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:19,0,0,0,0,0,0
1,201392386,2170660915,5303,36895,2024-10-04 19:31:19,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:19,0,84,84,0,1,1
1,201392386,2170660915,37534,36895,2024-10-04 19:31:19,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:20,0,0,0,0,0,0
1,201392386,2170660915,8391,36895,2024-10-04 19:31:20,666,507,1173,6,6,12
1,201392386,2170660915,0,0,2024-10-04 19:31:20,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:20,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:21,0,0,0,0,0,0
1,201392386,2170660915,8391,36895,2024-10-04 19:31:21,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:21,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:21,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:22,0,0,0,0,0,0
1,201392386,2170660915,8391,36895,2024-10-04 19:31:22,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:22,256,84,340,2,1,3
1,201392386,2170660915,37534,36895,2024-10-04 19:31:22,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:23,0,0,0,0,0,0
1,201392386,2170660915,8391,36895,2024-10-04 19:31:23,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:23,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:23,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:24,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:24,0,84,84,0,1,1
1,201392386,2170660915,37534,36895,2024-10-04 19:31:24,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:25,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:25,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:25,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:26,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:26,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:26,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:27,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:27,128,0,128,1,0,1
1,201392386,2170660915,37534,36895,2024-10-04 19:31:27,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:28,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:28,0,84,84,0,1,1
1,201392386,2170660915,37534,36895,2024-10-04 19:31:28,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:29,0,0,0,0,0,0
1,201392386,1145490692,32490,47873,2024-10-04 19:31:29,3936,56089,60025,31,47,78
1,201392386,2170660915,0,0,2024-10-04 19:31:29,256,168,424,2,2,4
1,201392386,2170660915,37534,36895,2024-10-04 19:31:29,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:30,0,0,0,0,0,0
1,201392386,1145490692,32490,47873,2024-10-04 19:31:30,2472,35077,37549,25,27,52
1,201392386,2170660915,0,0,2024-10-04 19:31:30,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:30,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:31,0,0,0,0,0,0
1,201392386,1145490692,32490,47873,2024-10-04 19:31:31,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:31,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:31,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:32,0,0,0,0,0,0
1,201392386,1145490692,32490,47873,2024-10-04 19:31:32,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:32,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:32,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:33,0,0,0,0,0,0
1,201392386,1145490692,32490,47873,2024-10-04 19:31:33,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:33,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:33,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:34,0,0,0,0,0,0
1,201392386,1145490692,32490,47873,2024-10-04 19:31:34,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:34,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:34,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:35,0,0,0,0,0,0
1,201392386,1145490692,32490,47873,2024-10-04 19:31:35,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:35,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:35,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:36,0,0,0,0,0,0
1,201392386,1145490692,32490,47873,2024-10-04 19:31:36,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:36,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:36,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:37,0,0,0,0,0,0
1,201392386,1145490692,32490,47873,2024-10-04 19:31:37,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:37,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:37,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:38,0,0,0,0,0,0
1,201392386,1145490692,32490,47873,2024-10-04 19:31:38,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:38,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:38,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:39,0,0,0,0,0,0
1,201392386,1145490692,32490,47873,2024-10-04 19:31:39,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:39,128,0,128,1,0,1
1,201392386,2170660915,37534,36895,2024-10-04 19:31:39,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:40,0,0,0,0,0,0
1,201392386,1145490692,32490,47873,2024-10-04 19:31:40,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:40,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:40,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:41,0,0,0,0,0,0
1,201392386,1145490692,32490,47873,2024-10-04 19:31:41,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:41,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:41,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:42,0,0,0,0,0,0
1,201392386,1145490692,32490,47873,2024-10-04 19:31:42,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:42,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:42,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:43,0,0,0,0,0,0
1,201392386,1145490692,32490,47873,2024-10-04 19:31:43,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:43,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:43,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:44,0,0,0,0,0,0
1,201392386,1145490692,32490,47873,2024-10-04 19:31:44,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:44,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:44,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:45,0,0,0,0,0,0
1,201392386,1145490692,32490,47873,2024-10-04 19:31:45,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:45,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:45,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:46,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:46,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:46,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:47,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:47,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:47,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:48,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:48,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:48,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:49,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:49,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:49,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:50,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:50,0,84,84,0,1,1
1,201392386,2170660915,37534,36895,2024-10-04 19:31:50,0,0,0,0,0,0
1,201392386,2170660915,50374,36895,2024-10-04 19:31:51,570,455,1025,5,5,10
1,201392386,2170660915,57029,36895,2024-10-04 19:31:51,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:51,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:51,0,0,0,0,0,0
1,201392386,2170660915,50374,36895,2024-10-04 19:31:52,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:52,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:52,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:52,0,0,0,0,0,0
1,201392386,2170660915,50374,36895,2024-10-04 19:31:53,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:53,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:53,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:53,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:54,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:54,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:54,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:55,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:55,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:55,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:56,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:56,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:31:56,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:57,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:57,128,0,128,1,0,1
1,201392386,2170660915,37534,36895,2024-10-04 19:31:57,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:31:58,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:58,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:31:58,0,0,0,0,0,0
1,201392386,1145490690,6854,47873,2024-10-04 19:31:59,2316,18938,21254,15,22,37
1,201392386,2170660915,57029,36895,2024-10-04 19:31:59,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:31:59,128,168,296,1,2,3
1,201392386,2170660915,37534,36895,2024-10-04 19:31:59,0,0,0,0,0,0
1,201392386,1145490690,6854,47873,2024-10-04 19:32:00,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:32:00,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:32:00,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:32:00,0,0,0,0,0,0
1,201392386,1145490690,6854,47873,2024-10-04 19:32:01,3864,76348,80212,38,55,93
1,201392386,2170660915,57029,36895,2024-10-04 19:32:01,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:32:01,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:32:01,0,0,0,0,0,0
1,201392386,1145490690,6854,47873,2024-10-04 19:32:02,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:32:02,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:32:02,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:32:02,0,0,0,0,0,0
1,201392386,1145490690,6854,47873,2024-10-04 19:32:03,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:32:03,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:32:03,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:32:03,0,0,0,0,0,0
1,201392386,1145490690,6854,47873,2024-10-04 19:32:04,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:32:04,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:32:04,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:32:04,0,0,0,0,0,0
1,201392386,1145490690,6854,47873,2024-10-04 19:32:05,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:32:05,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:32:05,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:32:05,0,0,0,0,0,0
1,201392386,1145490690,6854,47873,2024-10-04 19:32:06,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:32:06,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:32:06,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:32:06,0,0,0,0,0,0
1,201392386,1145490690,6854,47873,2024-10-04 19:32:07,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:32:07,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:32:07,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:32:07,0,0,0,0,0,0
1,201392386,1145490690,6854,47873,2024-10-04 19:32:08,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:32:08,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:32:08,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:32:08,0,0,0,0,0,0
1,201392386,1145490690,6854,47873,2024-10-04 19:32:09,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:32:09,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:32:09,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:32:09,0,0,0,0,0,0
1,201392386,1145490690,6854,47873,2024-10-04 19:32:10,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:32:10,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:32:10,0,0,0,0,0,0
1,201392386,2170660915,37534,36895,2024-10-04 19:32:10,0,0,0,0,0,0
1,201392386,1145490690,6854,47873,2024-10-04 19:32:11,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:32:11,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:32:11,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:32:11,0,0,0,0,0,0
1,201392386,1145490690,6854,47873,2024-10-04 19:32:12,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:32:12,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:32:12,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:32:12,0,0,0,0,0,0
1,201392386,1145490690,6854,47873,2024-10-04 19:32:13,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:32:13,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:32:13,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:32:13,0,0,0,0,0,0
1,201392386,1145490690,6854,47873,2024-10-04 19:32:14,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:32:14,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:32:14,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:32:14,0,0,0,0,0,0
1,201392386,1145490690,6854,47873,2024-10-04 19:32:15,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:32:15,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:32:15,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:32:15,0,0,0,0,0,0
1,201392386,1145490690,6854,47873,2024-10-04 19:32:16,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:32:16,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:32:16,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:32:16,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:32:17,0,0,0,0,0,0
1,201392386,2170660915,0,0,2024-10-04 19:32:17,128,84,212,1,1,2
1,201392386,2170660915,37534,36895,2024-10-04 19:32:17,0,0,0,0,0,0
1,201392386,2170660915,57029,36895,2024-10-04 19:32:18,0,0,0,0,0,0
